Title,Runtime,MPAA Rating,IMDb Score,Release Year
The Last Song,107 min,PG,6.0,(2010)
The Penitent Man,92 min,Not Rated,5.8,(2010)
6 Souls,112 min,R,6.0,(2010)
Clash of the Titans,106 min,PG-13,5.8,(2010)
Nanny McPhee Returns,109 min,PG,6.1,(2010)
Why Did I Get Married Too?,121 min,PG-13,4.7,(2010)
Tekken,92 min,R,4.8,(2010)
"LSD: Love, Sex Aur Dhokha",155 min,Not Rated,7.2,(2010)
How to Train Your Dragon,98 min,PG,8.1,(2010)
Diary of a Wimpy Kid,94 min,PG,6.2,(2010)
Hot Tub Time Machine,101 min,R,6.4,(2010)
MacGruber,90 min,R,5.6,(2010)
Tiny Furniture,98 min,Not Rated,6.2,(2010)
Elektra Luxx,100 min,R,5.0,(2010)
Monsters,94 min,R,6.4,(2010)
13,91 min,R,6.0,(I) (2010)
Kick-Ass,117 min,R,7.6,(2010)
Our Family Wedding,103 min,PG-13,5.0,(2010)
She's Out of My League,104 min,R,6.4,(2010)
The Bounty Hunter,110 min,PG-13,5.5,(I) (2010)
What Men Talk About,93 min,Not Rated,7.5,(2010)
Remember Me,113 min,PG-13,7.1,(I) (2010)
Ca$h,108 min,R,5.9,(2010)
Birdemic: Shock and Terror,105 min,Not Rated,1.7,(2010)
Green Zone,115 min,R,6.8,(2010)
Alice in Wonderland,108 min,PG,6.4,(I) (2010)
The Crazies,101 min,R,6.5,(2010)
Cop Out,107 min,R,5.5,(2010)
The Illusionist,80 min,PG,7.5,(2010)
Centurion,97 min,R,6.3,(2010)
Father of Invention,93 min,PG-13,5.7,(2010)
Greenberg,107 min,R,6.1,(2010)
Red Hill,95 min,R,6.3,(2010)
Shutter Island,138 min,R,8.2,(2010)
The Ghost Writer,128 min,PG-13,7.2,(2010)
My Name Is Khan,165 min,PG-13,7.9,(2010)
Percy Jackson & the Olympians: The Lightning Thief,118 min,PG,5.8,(2010)
Waiting for Forever,95 min,PG-13,5.9,(2010)
Dante's Inferno: An Animated Epic,88 min,R,6.5,(2010)
Valentine's Day,125 min,PG-13,5.7,(I) (2010)
From Paris with Love,92 min,R,6.4,(2010)
The Perfect Host,93 min,R,6.7,(2010)
When in Rome,91 min,PG-13,5.5,(2010)
Twelve,93 min,R,5.6,(2010)
The Final,93 min,R,5.3,(I) (2010)
Red White & Blue,103 min,Not Rated,6.3,(2010)
Edge of Darkness,117 min,R,6.6,(2010)
The Wolfman,103 min,R,5.8,(2010)
The Kids Are All Right,106 min,R,7.0,(2010)
The Extra Man,108 min,R,5.8,(2010)
Holy Rollers,89 min,R,5.9,(2010)
Blue Valentine,112 min,R,7.3,(2010)
The Runaways,106 min,R,6.5,(2010)
Frozen,93 min,R,6.2,(I) (2010)
Dear John,108 min,PG-13,6.3,(I) (2010)
The Killer Inside Me,109 min,R,6.1,(2010)
The Romantics,95 min,PG-13,5.0,(2010)
High School,99 min,R,5.7,(I) (2010)
Peepli Live,95 min,Not Rated,7.4,(2010)
Buried,95 min,R,7.0,(2010)
Four Lions,97 min,R,7.3,(2010)
Welcome to the Rileys,110 min,R,6.9,(2010)
Heartbreaker,105 min,Not Rated,6.7,(2010)
YellowBrickRoad,98 min,R,4.7,(2010)
Cyrus,91 min,R,6.3,(I) (2010)
Jack Goes Boating,89 min,R,6.3,(2010)
Tucker and Dale vs Evil,89 min,R,7.5,(2010)
Boy,87 min,Not Rated,7.5,(I) (2010)
Animal Kingdom,113 min,R,7.3,(2010)
Extraordinary Measures,106 min,PG,6.4,(2010)
The Company Men,104 min,R,6.7,(2010)
7 Days,105 min,Not Rated,6.5,(2010)
Hesher,106 min,R,6.9,(2010)
Please Give,87 min,R,6.6,(2010)
Legion,100 min,R,5.2,(2010)
Winter's Bone,100 min,R,7.1,(2010)
Howl,84 min,R,6.6,(2010)
Happythankyoumoreplease,100 min,R,6.7,(2010)
Gainsbourg: A Heroic Life,135 min,Not Rated,6.9,(2010)
The Spy Next Door,94 min,PG,5.4,(2010)
Easy Money,124 min,R,6.7,(2010)
Tooth Fairy,101 min,PG,5.0,(I) (2010)
The Book of Eli,118 min,R,6.8,(2010)
Crazy on the Outside,96 min,PG-13,5.5,(2010)
A Serbian Film,104 min,NC-17,5.0,(2010)
Leap Year,100 min,PG,6.4,(2010)
Repo Men,111 min,R,6.3,(2010)
Did You Hear About the Morgans?,103 min,PG-13,4.9,(2009)
The New Daughter,108 min,PG-13,5.3,(2009)
St Trinian's 2: The Legend of Fritton's Gold,106 min,Not Rated,5.3,(2009)
Bodyguards and Assassins,139 min,Not Rated,6.8,(2009)
Sherlock Holmes,128 min,PG-13,7.6,(2009)
Alvin and the Chipmunks: The Squeakquel,88 min,PG,4.5,(2009)
Avatar,162 min,PG-13,7.9,(2009)
It's Complicated,120 min,R,6.5,(2009)
Crazy Heart,112 min,R,7.2,(2009)
Armored,88 min,PG-13,5.7,(2009)
Invictus,134 min,PG-13,7.3,(2009)
Nine,118 min,PG-13,5.8,(2009)
Nativity!,105 min,PG,6.4,(2009)
Arthur et la vengeance de Maltazard,107 min,PG,5.2,(2009)
Old Dogs,88 min,PG,5.3,(I) (2009)
According to Greta,92 min,PG-13,6.1,(2009)
The Lovely Bones,135 min,PG-13,6.6,(2009)
Brothers,105 min,R,7.1,(I) (2009)
Kurbaan,161 min,Not Rated,5.7,(2009)
The Blind Side,129 min,PG-13,7.6,(2009)
The Twilight Saga: New Moon,130 min,PG-13,4.7,(2009)
The Princess and the Frog,97 min,G,7.1,(2009)
Planet 51,91 min,PG,6.0,(2009)
From Beginning to End,94 min,Not Rated,6.6,(2009)
2012,158 min,PG-13,5.8,(I) (2009)
American Virgin,88 min,R,4.3,(2009)
3 Idiots,170 min,PG-13,8.4,(2009)
After.Life,104 min,R,5.9,(2009)
Nine Dead,98 min,R,5.4,(2009)
To Save a Life,120 min,PG-13,6.8,(2009)
A Christmas Carol,96 min,PG,6.8,(2009)
Everybody's Fine,99 min,PG-13,7.1,(2009)
Nowhere Boy,98 min,R,7.1,(2009)
The Fourth Kind,98 min,PG-13,5.9,(2009)
Amelia,111 min,PG,5.8,(2009)
Saw VI,90 min,R,6.0,(2009)
Cirque du Freak: The Vampire's Assistant,109 min,PG-13,5.8,(2009)
Ninja,86 min,R,5.5,(2009)
Stan Helsing,108 min,R,3.5,(2009)
The Boondock Saints II: All Saints Day,118 min,R,6.2,(2009)
44 Inch Chest,95 min,R,5.8,(2009)
The Stepfather,101 min,PG-13,5.6,(2009)
Today's Special,99 min,R,6.6,(2009)
Blue,119 min,Not Rated,3.7,(I) (2009)
From Time to Time,92 min,PG,6.7,(2009)
Fantastic Mr. Fox,87 min,PG,7.9,(2009)
Where the Wild Things Are,101 min,PG,6.7,(2009)
Stolen,91 min,R,6.1,(2009)
Splice,104 min,R,5.8,(2009)
Couples Retreat,113 min,PG-13,5.5,(2009)
Astro Boy,94 min,PG,6.2,(2009)
Deadline,85 min,R,4.6,(I) (2009)
Damage,102 min,R,5.7,(2009)
Universal Soldier: Regeneration,97 min,R,5.3,(2009)
Solitary Man,90 min,R,6.3,(2009)
Ninja Assassin,99 min,R,6.3,(2009)
Zombieland,88 min,R,7.6,(2009)
Pandorum,108 min,R,6.7,(2009)
I Hope They Serve Beer in Hell,105 min,R,5.2,(2009)
Wake Wood,90 min,R,5.5,(2009)
Surrogates,89 min,PG-13,6.3,(2009)
Gentlemen Broncos,90 min,PG-13,6.1,(2009)
Law Abiding Citizen,109 min,R,7.4,(2009)
Fame,107 min,PG,5.0,(2009)
The Girl Who Played with Fire,129 min,R,7.1,(2009)
Blood Creek,90 min,R,5.3,(2009)
Unnaipol Oruvan,106 min,Not Rated,8.0,(2009)
The Box,115 min,PG-13,5.6,(I) (2009)
Trailer Park Boys: Countdown to Liquor Day,102 min,R,7.3,(2009)
Solomon Kane,104 min,R,6.1,(2009)
The Rebound,95 min,R,6.3,(2009)
The Other Woman,102 min,R,6.3,(2009)
Blood and Bone,93 min,R,6.7,(2009)
Love Happens,109 min,PG-13,5.6,(2009)
The Boys Are Back,104 min,PG-13,6.8,(2009)
The Invention of Lying,100 min,PG-13,6.3,(2009)
Ondine,111 min,PG-13,6.8,(2009)
Mother and Child,125 min,R,7.2,(2009)
Bitch Slap,109 min,R,4.5,(2009)
Leaves of Grass,105 min,R,6.4,(2009)
Glorious 39,129 min,R,6.4,(2009)
Chloe,96 min,R,6.3,(2009)
Whip It,111 min,PG-13,6.9,(2009)
The Loved Ones,84 min,R,6.6,(2009)
The Joneses,96 min,R,6.4,(2009)
Mao's Last Dancer,117 min,PG,7.3,(2009)
Cairo Time,90 min,PG,6.6,(2009)
Cloudy with a Chance of Meatballs,90 min,PG,6.9,(2009)
A Serious Man,106 min,R,7.0,(2009)
Harry Brown,103 min,R,7.2,(2009)
The Disappearance of Alice Creed,100 min,R,6.7,(2009)
Trash Humpers,78 min,Not Rated,5.0,(2009)
Defendor,101 min,R,6.7,(2009)
Get Low,103 min,PG-13,7.0,(2009)
Triage,99 min,R,6.5,(2009)
Mr. Nobody,141 min,R,7.8,(2009)
A Single Man,99 min,R,7.5,(2009)
Daybreakers,98 min,R,6.4,(2009)
Cracks,104 min,R,6.6,(I) (2009)
I Can Do Bad All by Myself,113 min,PG-13,4.6,(2009)
Youth in Revolt,90 min,R,6.4,(2009)
Suck,91 min,R,6.0,(2009)
The Hole,92 min,PG-13,5.7,(2009)
Perrier's Bounty,88 min,R,6.3,(2009)
The Trotsky,120 min,Not Rated,6.7,(2009)
Jennifer's Body,102 min,R,5.4,(2009)
Soul Kitchen,99 min,G,7.2,(2009)
Creation,108 min,PG-13,6.6,(I) (2009)
Sorority Row,101 min,R,5.1,(2009)
Whiteout,101 min,R,5.5,(2009)
Survival of the Dead,90 min,R,4.8,(2009)
The Men Who Stare at Goats,94 min,R,6.2,(2009)
Lebanon,93 min,R,6.9,(2009)
Dorian Gray,112 min,R,6.2,(2009)
The Informant!,108 min,R,6.5,(2009)
"My Son, My Son, What Have Ye Done",91 min,R,6.2,(2009)
Up in the Air,109 min,R,7.4,(I) (2009)
I Am Love,120 min,R,7.0,(2009)
Desert Flower,120 min,R,7.3,(2009)
Valhalla Rising,93 min,Not Rated,6.0,(2009)
All About Steve,99 min,PG-13,4.8,(2009)
Bad Lieutenant: Port of Call New Orleans,122 min,R,6.6,(2009)
Extract,92 min,R,6.1,(2009)
Celda 211,113 min,13+,7.6,(2009)
The Last Station,112 min,R,6.9,(2009)
Farewell,113 min,Not Rated,7.0,(2009)
The Road,111 min,R,7.2,(I) (2009)
Gamer,95 min,R,5.7,(2009)
Life During Wartime,98 min,R,6.4,(2009)
Metropia,86 min,TV-14,6.2,(2009)
Baaria,163 min,Not Rated,6.9,(2009)
The Human Centipede (First Sequence),92 min,R,4.4,(2009)
Night of the Demons,93 min,R,4.6,(2009)
The Thaw,94 min,R,5.2,(2009)
Halloween II,105 min,R,4.8,(2009)
Triangle,99 min,R,6.9,(2009)
The Final Destination,82 min,R,5.1,(2009)
The Descent: Part 2,94 min,R,5.7,(2009)
Forget Me Not,103 min,R,5.1,(II) (2009)
Cabin Fever 2: Spring Fever,86 min,R,4.3,(2009)
9,79 min,PG-13,7.0,(I) (2009)
The Tournament,95 min,R,6.0,(2009)
Carriers,84 min,PG-13,6.0,(2009)
The Revenant,117 min,R,6.3,(I) (2009)
The Time Traveler's Wife,107 min,PG-13,7.1,(2009)
Redline,102 min,Not Rated,7.5,(2009)
Rampage,85 min,R,6.2,(2009)
"The Goods: Live Hard, Sell Hard",89 min,R,5.7,(2009)
Kaminey,130 min,Not Rated,7.4,(2009)
District 9,112 min,R,7.9,(2009)
Case 39,109 min,R,6.2,(2009)
Post Grad,88 min,PG-13,5.3,(2009)
Shorts,89 min,PG,4.7,(2009)
A Perfect Getaway,98 min,R,6.5,(2009)
Bandslam,111 min,PG,6.3,(2009)
Little New York,96 min,R,5.9,(2009)
Summer Wars,114 min,PG,7.4,(2009)
The Collector,90 min,R,6.3,(I) (2009)
Merantau,134 min,R,6.7,(2009)
Julie & Julia,123 min,PG-13,7.0,(2009)
Aliens in the Attic,86 min,PG,5.4,(2009)
G.I. Joe: The Rise of Cobra,118 min,PG-13,5.7,(2009)
Malone,96 min,R,5.8,(2009)
Orphan,123 min,R,7.0,(2009)
Funny People,146 min,R,6.3,(2009)
G-Force,88 min,PG,5.1,(2009)
The Ugly Truth,96 min,R,6.4,(2009)
Possession,85 min,PG-13,5.5,(I) (2009)
Dread,98 min,R,5.6,(2009)
"I Love You, Beth Cooper",102 min,PG-13,5.3,(2009)
Beyond a Reasonable Doubt,106 min,PG-13,5.8,(2009)
Harry Potter and the Half-Blood Prince,153 min,PG,7.6,(2009)
Infestation,91 min,R,5.8,(2009)
Dolan's Cadillac,89 min,R,5.6,(2009)
Exam,101 min,Not Rated,6.8,(2009)
My Sister's Keeper,109 min,PG-13,7.3,(2009)
Ice Age: Dawn of the Dinosaurs,94 min,PG,6.9,(2009)
New York,153 min,Not Rated,6.8,(2009)
Brüno,81 min,R,5.9,(2009)
Giallo,92 min,R,4.4,(2009)
High Lane,90 min,Not Rated,5.6,(2009)
Labor Pains,89 min,PG-13,4.8,(2009)
Public Enemies,140 min,R,7.0,(2009)
Year One,97 min,PG-13,4.9,(2009)
Paper Man,110 min,R,6.5,(2009)
Hachi: A Dog's Tale,93 min,G,8.1,(2009)
The Hills Run Red,81 min,R,5.4,(2009)
Imagine That,107 min,PG,5.6,(2009)
Doghouse,89 min,Not Rated,6.0,(2009)
Transformers: Revenge of the Fallen,149 min,PG-13,5.9,(2009)
Land of the Lost,102 min,PG-13,5.3,(2009)
Away We Go,98 min,R,7.0,(2009)
After Last Season,93 min,PG-13,1.6,(2009)
The Taking of Pelham 123,106 min,R,6.4,(2009)
The Proposal,108 min,PG-13,6.7,(I) (2009)
The Hangover,100 min,R,7.7,(2009)
The Devil's Tomb,90 min,R,3.7,(2009)
Coco Chanel & Igor Stravinsky,119 min,R,6.3,(2009)
Enter the Void,161 min,Not Rated,7.2,(2009)
The Imaginarium of Doctor Parnassus,123 min,PG-13,6.8,(2009)
Dance Flick,83 min,PG-13,3.5,(2009)
Tormented,91 min,R,5.1,(I) (2009)
Inglourious Basterds,153 min,R,8.3,(2009)
Eyes Wide Open,91 min,Not Rated,7.3,(2009)
Antichrist,108 min,Not Rated,6.5,(2009)
I Killed My Mother,96 min,Not Rated,7.4,(2009)
Looking for Eric,116 min,Not Rated,7.1,(2009)
Agora,127 min,R,7.1,(2009)
Middle Men,105 min,R,6.8,(2009)
Vengeance,108 min,Not Rated,6.5,(2009)
Taking Woodstock,120 min,R,6.7,(2009)
Veronika Decides to Die,103 min,R,6.3,(2009)
Bright Star,119 min,PG,6.9,(2009)
Hunger,101 min,R,5.2,(I) (2009)
Night at the Museum: Battle of the Smithsonian,105 min,PG,6.0,(2009)
Terminator Salvation,115 min,PG-13,6.5,(2009)
Fish Tank,123 min,Not Rated,7.3,(2009)
Tetro,127 min,R,6.8,(2009)
Castaway on the Moon,116 min,PG-13,8.0,(2009)
Up,96 min,PG,8.3,(2009)
S. Darko,103 min,R,3.6,(2009)
The Grudge 3,90 min,R,4.6,(2009)
Powder Blue,106 min,R,6.2,(2009)
Next Day Air,84 min,R,5.7,(2009)
Angels & Demons,138 min,PG-13,6.7,(2009)
My Life in Ruins,95 min,PG-13,5.9,(2009)
The Limits of Control,116 min,R,6.2,(2009)
Thirst,134 min,R,7.1,(2009)
The Maiden Heist,90 min,PG-13,6.0,(2009)
Ghosts of Girlfriends Past,100 min,PG-13,5.8,(2009)
Timer,99 min,R,6.5,(2009)
The Good Guy,90 min,R,5.8,(2009)
The House of the Devil,95 min,R,6.3,(2009)
Serious Moonlight,81 min,R,5.3,(2009)
Fighting,105 min,PG-13,5.5,(2009)
Tell Tale,93 min,R,5.4,(2009)
Obsessed,108 min,PG-13,5.0,(2009)
Whatever Works,93 min,PG-13,7.1,(2009)
City of Life and Death,133 min,R,7.7,(2009)
The Soloist,117 min,PG-13,6.7,(2009)
State of Play,127 min,PG-13,7.1,(2009)
Crank: High Voltage,96 min,R,6.1,(2009)
OSS 117: Lost in Rio,101 min,Not Rated,6.8,(2009)
Night Train,91 min,R,5.7,(I) (2009)
I Hate Valentine's Day,98 min,PG-13,4.7,(2009)
X-Men Origins: Wolverine,107 min,PG-13,6.5,(2009)
Hannah Montana: The Movie,102 min,G,4.6,(2009)
Star Trek,127 min,PG-13,7.9,(2009)
Coco Before Chanel,105 min,PG-13,6.7,(2009)
Blood: The Last Vampire,91 min,R,5.2,(2009)
The Boat That Rocked,117 min,R,7.3,(2009)
The Haunting in Connecticut,92 min,PG-13,5.8,(2009)
The Damned United,98 min,R,7.5,(2009)
City Island,104 min,PG-13,7.4,(2009)
Shinjuku Incident,119 min,R,6.9,(2009)
12 Rounds,108 min,PG-13,5.6,(2009)
Laid to Rest,90 min,R,5.2,(2009)
Broken Embraces,127 min,R,7.2,(2009)
Observe and Report,86 min,R,5.7,(2009)
Vampire Killers,86 min,R,5.1,(2009)
Drag Me to Hell,99 min,PG-13,6.6,(2009)
Women in Trouble,92 min,R,5.6,(2009)
In Her Skin,107 min,R,6.4,(2009)
"I Love You, Man",105 min,R,7.0,(2009)
The Last House on the Left,110 min,R,6.5,(2009)
Miss March,90 min,R,5.0,(2009)
Fast & Furious,107 min,PG-13,6.5,(2009)
17 Again,102 min,PG-13,6.4,(2009)
Race to Witch Mountain,98 min,PG,5.7,(2009)
Dragonball Evolution,85 min,PG,2.5,(2009)
Duplicity,125 min,PG-13,6.1,(2009)
Monsters vs. Aliens,94 min,PG,6.4,(2009)
Knowing,121 min,PG-13,6.2,(2009)
Book of Blood,100 min,R,5.2,(2009)
The Young Victoria,105 min,PG,7.2,(2009)
Personal Effects,111 min,R,6.2,(2009)
The Girl with the Dragon Tattoo,152 min,R,7.8,(2009)
Echelon Conspiracy,105 min,PG-13,5.7,(2009)
Crossing Over,113 min,R,6.7,(2009)
Watchmen,162 min,R,7.6,(2009)
Fired Up!,90 min,PG-13,6.1,(2009)
Walled In,91 min,R,4.7,(2009)
District 13: Ultimatum,101 min,R,6.5,(2009)
Delhi-6,141 min,Not Rated,6.1,(2009)
Madea Goes to Jail,103 min,PG-13,4.5,(2009)
Frequently Asked Questions About Time Travel,83 min,PG-13,7.0,(2009)
Street Fighter: The Legend of Chun-Li,96 min,PG-13,3.7,(2009)
My One and Only,108 min,PG-13,6.5,(2009)
Chéri,86 min,R,6.1,(2009)
Friday the 13th,97 min,R,5.5,(2009)
The Private Lives of Pippa Lee,98 min,R,6.3,(2009)
The Countess,98 min,Not Rated,6.2,(2009)
Cherrybomb,76 min,Not Rated,5.9,(2009)
In the Electric Mist,117 min,R,6.1,(2009)
Welcome,110 min,Not Rated,7.5,(I) (2009)
Fanboys,90 min,PG-13,6.5,(2009)
Horsemen,90 min,R,5.5,(2009)
Polytechnique,77 min,Not Rated,7.2,(2009)
Coraline,100 min,PG,7.7,(2009)
The International,118 min,R,6.5,(I) (2009)
Confessions of a Shopaholic,104 min,PG,5.8,(2009)
Paper Heart,88 min,PG-13,6.0,(2009)
The Uninvited,87 min,PG-13,6.3,(2009)
The Secret of Kells,75 min,Not Rated,7.6,(2009)
Luck by Chance,156 min,Not Rated,7.1,(2009)
Push,111 min,PG-13,6.1,(2009)
New in Town,97 min,PG,5.6,(2009)
He's Just Not That Into You,129 min,PG-13,6.4,(2009)
The Pink Panther 2,92 min,PG,5.6,(2009)
Moon,97 min,R,7.8,(2009)
Ink,107 min,Not Rated,6.8,(I) (2009)
In the Loop,106 min,Not Rated,7.4,(2009)
Underworld: Rise of the Lycans,92 min,R,6.5,(2009)
Shrink,104 min,R,6.6,(2009)
The Girlfriend Experience,77 min,R,5.5,(2009)
Adam,99 min,PG-13,7.1,(I) (2009)
Adventureland,107 min,R,6.8,(2009)
Mammoth,125 min,Not Rated,6.8,(2009)
The Messenger,113 min,R,7.1,(I) (2009)
Five Minutes of Heaven,89 min,R,6.6,(2009)
The Winning Season,104 min,PG-13,6.6,(2009)
An Education,100 min,PG-13,7.3,(2009)
Black Dynamite,84 min,R,7.4,(2009)
World's Greatest Dad,99 min,R,6.9,(I) (2009)
I Love You Phillip Morris,98 min,R,6.6,(2009)
The Answer Man,95 min,R,6.4,(2009)
Big Fan,88 min,R,6.7,(2009)
500 Days of Summer,95 min,PG-13,7.7,(2009)
Spread,97 min,R,5.8,(2009)
The Slammin' Salmon,99 min,R,6.4,(2009)
Mystery Team,97 min,R,6.6,(2009)
The Greatest,99 min,R,6.6,(2009)
The Vicious Kind,92 min,R,6.9,(2009)
Cold Souls,101 min,PG-13,6.4,(2009)
Precious,110 min,R,7.3,(II) (2009)
Notorious,122 min,R,6.7,(2009)
Brooklyn's Finest,132 min,R,6.7,(2009)
Humpday,94 min,R,6.0,(2009)
Grace,85 min,R,5.2,(III) (2009)
The Killing Room,93 min,R,5.6,(2009)
Mary and Max,92 min,Not Rated,8.1,(2009)
Hotel for Dogs,100 min,PG,5.4,(2009)
Tenderness,101 min,R,5.5,(2009)
CC2C,154 min,PG-13,4.2,(2009)
The Lodger,95 min,R,5.7,(2009)
Balls Out: Gary the Tennis Coach,92 min,R,5.4,(2009)
The Unborn,88 min,PG-13,4.7,(2009)
Dead Snow,91 min,Not Rated,6.3,(2009)
The Code,104 min,R,6.0,(I) (2009)
The Butterfly Effect 3: Revelations,90 min,R,5.6,(2009)
My Bloody Valentine,101 min,R,5.4,(2009)
Kill Theory,85 min,R,5.3,(2009)
Paul Blart: Mall Cop,91 min,PG,5.2,(2009)
Bride Wars,89 min,PG,5.4,(2009)
Defiance,137 min,R,7.1,(I) (2008)
Valkyrie,121 min,PG-13,7.1,(2008)
Marley & Me,115 min,PG,7.0,(2008)
The Spirit,103 min,PG-13,4.7,(2008)
Bedtime Stories,99 min,PG,6.0,(2008)
Ghajini,186 min,Not Rated,7.3,(2008)
Seven Pounds,123 min,PG-13,7.6,(2008)
Max Manus: Man of War,118 min,Not Rated,7.3,(2008)
The Tale of Despereaux,93 min,G,6.1,(2008)
Revolutionary Road,119 min,R,7.3,(2008)
Ip Man,106 min,R,8.0,(2008)
Inkheart,106 min,PG,6.1,(2008)
The Curious Case of Benjamin Button,166 min,PG-13,7.8,(2008)
The Reader,124 min,R,7.6,(2008)
The Day the Earth Stood Still,104 min,PG-13,5.5,(2008)
Gran Torino,116 min,R,8.1,(2008)
Yes Man,104 min,PG-13,6.8,(2008)
Kandisha,91 min,Not Rated,4.9,(2008)
ThanksKilling,70 min,Not Rated,4.2,(2008)
Extreme Movie,86 min,R,3.7,(2008)
The Children,84 min,R,5.9,(2008)
Punisher: War Zone,103 min,R,5.9,(2008)
Transporter 3,104 min,PG-13,6.0,(2008)
Cadillac Records,109 min,R,7.0,(2008)
Four Christmases,88 min,PG-13,5.7,(2008)
Australia,165 min,PG-13,6.6,(2008)
Twilight,122 min,PG-13,5.3,(I) (2008)
Bolt,96 min,PG,6.8,(2008)
Killshot,95 min,R,6.0,(2008)
Friendship,145 min,Not Rated,6.5,(2008)
The Heir Apparent: Largo Winch,108 min,Not Rated,6.4,(2008)
Last Chance Harvey,93 min,PG-13,6.6,(2008)
Soul Men,100 min,R,6.4,(2008)
House,88 min,R,4.5,(2008)
Bronson,92 min,R,7.0,(2008)
Splinter,82 min,R,6.1,(I) (2008)
The Informers,98 min,R,4.9,(2008)
The Haunting of Molly Hartley,85 min,PG-13,3.9,(2008)
Doubt,104 min,PG-13,7.5,(I) (2008)
Madagascar: Escape 2 Africa,89 min,PG,6.6,(2008)
Center Stage: Turn It Up,95 min,PG-13,6.0,(2008)
Quantum of Solace,106 min,PG-13,6.6,(2008)
Milk,128 min,R,7.5,(I) (2008)
LOL (Laughing Out Loud),103 min,Not Rated,6.2,(2008)
Vacancy 2: The First Cut,86 min,R,4.9,(2008)
Saw V,92 min,R,5.8,(2008)
Mesrine: Public Enemy No. 1,133 min,R,7.4,(2008)
The Lazarus Project,100 min,PG-13,6.1,(2008)
Role Models,99 min,R,6.8,(2008)
The Alphabet Killer,98 min,R,5.2,(2008)
Boogeyman 3,94 min,Unrated,4.6,(2008)
Resident Evil: Degeneration,98 min,R,6.4,(2008)
Sex Drive,109 min,R,6.5,(2008)
W.,129 min,PG-13,6.3,(I) (2008)
Franklyn,98 min,R,6.0,(2008)
Train,94 min,R,4.7,(I) (2008)
Frost/Nixon,122 min,R,7.7,(2008)
Max Payne,100 min,PG-13,5.3,(2008)
Quarantine,89 min,R,5.9,(2008)
I Sell the Dead,85 min,Not Rated,6.0,(2008)
Amusement,85 min,R,4.9,(2008)
Nature's Grave,88 min,R,5.1,(2008)
Little Ashes,112 min,R,6.4,(2008)
Body of Lies,128 min,R,7.0,(2008)
How to Lose Friends & Alienate People,110 min,R,6.4,(2008)
An American Carol,83 min,PG-13,4.0,(2008)
Far Cry,95 min,R,3.2,(2008)
High School Musical 3: Senior Year,112 min,G,4.9,(2008)
Fireproof,122 min,PG,6.4,(2008)
Nights in Rodanthe,97 min,PG-13,6.0,(2008)
Passengers,93 min,PG-13,5.8,(2008)
Forever Strong,112 min,PG-13,7.1,(2008)
City of Ember,90 min,PG,6.4,(2008)
Open Season 2,76 min,PG,5.5,(2008)
Alien Raiders,85 min,R,5.6,(2008)
Igor,87 min,PG,5.9,(2008)
Beverly Hills Chihuahua,91 min,PG,3.9,(2008)
While She Was Out,86 min,R,4.8,(2008)
Eagle Eye,118 min,PG-13,6.6,(2008)
My Best Friend's Girl,101 min,R,5.8,(2008)
The Baader Meinhof Complex,150 min,R,7.3,(2008)
Lakeview Terrace,110 min,PG-13,6.2,(2008)
The Family That Preys,111 min,PG-13,5.8,(2008)
The Express,130 min,PG,7.2,(2008)
Mesrine: Killer Instinct,113 min,R,7.5,(2008)
Righteous Kill,101 min,R,6.0,(2008)
The Beautiful Person,97 min,Unrated,6.6,(2008)
What Doesn't Kill You,100 min,R,6.6,(2008)
Fifty Dead Men Walking,117 min,R,6.8,(2008)
The Brothers Bloom,114 min,PG-13,6.7,(2008)
Pride and Glory,130 min,R,6.6,(2008)
The Burrowers,96 min,R,5.7,(2008)
Uncertainty,101 min,Not Rated,5.7,(2008)
Nothing But the Truth,108 min,R,7.2,(I) (2008)
Easy Virtue,97 min,PG-13,6.6,(2008)
Good,92 min,R,6.2,(2008)
One Week,94 min,Not Rated,7.0,(I) (2008)
Gigantic,98 min,R,6.0,(2008)
Lymelife,95 min,R,6.8,(2008)
Zack and Miri Make a Porno,101 min,R,6.5,(2008)
The Stoning of Soraya M.,114 min,R,8.0,(2008)
Management,94 min,R,5.8,(2008)
Flash of Genius,119 min,PG-13,7.0,(2008)
Miracle at St. Anna,160 min,R,6.1,(2008)
The Other Man,88 min,R,5.4,(2008)
A Summer in Genoa,93 min,R,6.0,(2008)
The Secret of Moonacre,103 min,PG,6.0,(2008)
Nick and Norah's Infinite Playlist,90 min,PG-13,6.6,(2008)
Pontypool,93 min,Not Rated,6.5,(2008)
Deadgirl,101 min,R,5.5,(2008)
"New York, I Love You",103 min,R,6.2,(2008)
Disgrace,119 min,R,6.5,(2008)
Last Stop 174,110 min,Unrated,7.1,(2008)
The Wrestler,109 min,R,7.9,(2008)
Ghost Town,102 min,PG-13,6.7,(I) (2008)
The Secret Life of Bees,114 min,PG-13,7.2,(2008)
Appaloosa,115 min,R,6.7,(2008)
"Surfer, Dude",85 min,R,4.6,(2008)
Me and Orson Welles,114 min,PG-13,6.7,(2008)
The Hurt Locker,131 min,R,7.5,(2008)
RocknRolla,114 min,R,7.2,(2008)
The Women,114 min,PG-13,5.0,(I) (2008)
Passchendaele,114 min,R,6.4,(2008)
The Duchess,110 min,PG-13,6.9,(2008)
Rachel Getting Married,113 min,R,6.7,(2008)
